key_as_string,key,doc_count,jumlah_spesimen_pcr_tcm,jumlah_spesimen_antigen,jumlah_orang_antigen,jumlah_orang_pcr_tcm,jumlah_spesimen_pcr_tcm_kum,jumlah_spesimen_antigen_kum,jumlah_orang_pcr_tcm_kum,jumlah_orang_antigen_kum
2022-05-23,1653264000000,1,13636,67561,52622,8179,40948798,57223009,23899152,40848188
2022-05-24,1653350400000,1,22177,77712,57088,14160,40970975,57300721,23913312,40905276
2022-05-25,1653436800000,1,23866,62154,43935,15889,40994841,57362875,23929201,40949211
2022-05-26,1653523200000,1,18127,39776,28588,12496,41012968,57402651,23941697,40977799
2022-05-27,1653609600000,1,14872,48759,29866,9111,41027840,57451410,23950808,41007665
2022-05-28,1653696000000,1,17522,47834,25429,10785,41045362,57499244,23961593,41033094
2022-05-29,1653782400000,1,13435,34125,17026,9186,41058797,57533369,23970779,41050120
2022-05-30,1653868800000,1,11447,58546,27228,7108,41070244,57591915,23977887,41077348
2022-05-31,1653955200000,1,19510,57209,35070,12620,41089754,57649124,23990507,41112418
2022-06-01,1654041600000,1,19143,38436,28677,13158,41108897,57687560,24003665,41141095
2022-06-02,1654128000000,1,12727,46796,34438,8587,41121624,57734356,24012252,41175533
2022-06-03,1654214400000,1,18066,54420,39195,12244,41139690,57788776,24024496,41214728
2022-06-04,1654300800000,1,19444,41487,30787,14328,41159134,57830263,24038824,41245515
2022-06-05,1654387200000,1,16339,28518,22412,11482,41175473,57858781,24050306,41267927
2022-06-06,1654473600000,1,12072,55983,43548,8347,41187545,57914764,24058653,41311475
2022-06-07,1654560000000,1,19511,59768,45603,13404,41207056,57974532,24072057,41357078
2022-06-08,1654646400000,1,19185,53713,38795,12263,41226241,58028245,24084320,41395873
2022-06-09,1654732800000,1,19690,51342,34748,13435,41245931,58079587,24097755,41430621
2022-06-10,1654819200000,1,18712,46929,31769,11929,41264643,58126516,24109684,41462390
2022-06-11,1654905600000,1,16967,39183,32221,11586,41281610,58165699,24121270,41494611
2022-06-12,1654992000000,1,16313,29486,21669,12250,41297923,58195185,24133520,41516280
2022-06-13,1655078400000,1,13423,52877,35190,9377,41311346,58248062,24142897,41551470
2022-06-14,1655164800000,1,22778,56742,35796,16009,41334124,58304804,24158906,41587266
2022-06-15,1655251200000,1,24323,54678,40334,17482,41358447,58359482,24176388,41627600
2022-06-16,1655337600000,1,22434,54025,39234,15942,41380881,58413507,24192330,41666834
2022-06-17,1655424000000,1,24981,50624,35099,17710,41405862,58464131,24210040,41701933
2022-06-18,1655510400000,1,20216,42893,32516,13748,41426078,58507024,24223788,41734449
2022-06-19,1655596800000,1,19779,31272,17792,14494,41445857,58538296,24238282,41752241
2022-06-20,1655683200000,1,17866,54157,38910,12766,41463723,58592453,24251048,41791151
2022-06-21,1655769600000,1,25185,65915,44960,16361,41488908,58658368,24267409,41836111
2022-06-22,1655856000000,1,26397,56447,41213,18934,41515305,58714815,24286343,41877324
2022-06-23,1655942400000,1,24394,53027,32516,16015,41539699,58767842,24302358,41909840
2022-06-24,1656028800000,1,25048,51945,32926,17239,41564747,58819787,24319597,41942766
2022-06-25,1656115200000,1,22421,42079,32666,15538,41587168,58861866,24335135,41975432
2022-06-26,1656201600000,1,19900,30985,24348,14498,41607068,58892851,24349633,41999780
2022-06-27,1656288000000,1,17576,55348,41881,11990,41624644,58948199,24361623,42041661
2022-06-28,1656374400000,1,27925,60793,43810,18877,41652569,59008992,24380500,42085471
2022-06-29,1656460800000,1,25685,54335,37650,17067,41678254,59063327,24397567,42123121
2022-06-30,1656547200000,1,25894,53490,40857,17279,41704148,59116817,24414846,42163978
2022-07-01,1656633600000,1,23772,54918,40929,14926,41727920,59171735,24429772,42204907
2022-07-02,1656720000000,1,19727,43499,33196,12690,41747647,59215234,24442462,42238103
2022-07-03,1656806400000,1,16645,30068,20710,10698,41764292,59245302,24453160,42258813
2022-07-04,1656892800000,1,13818,56410,36364,8874,41778110,59301712,24462034,42295177
2022-07-05,1656979200000,1,25504,65514,50319,16422,41803614,59367226,24478456,42345496
2022-07-06,1657065600000,1,24331,55044,42302,14820,41827945,59422270,24493276,42387798
2022-07-07,1657152000000,1,22864,53643,41643,14295,41850809,59475913,24507571,42429441
2022-07-08,1657238400000,1,22097,49810,36758,12670,41872906,59525723,24520241,42466199
2022-07-09,1657324800000,1,20669,34375,22732,12398,41893575,59560098,24532639,42488931
2022-07-10,1657411200000,1,15798,25904,19791,10522,41909373,59586002,24543161,42508722
2022-07-11,1657497600000,1,13045,58050,45128,8052,41922418,59644052,24551213,42553850
2022-07-12,1657584000000,1,26343,71592,56244,16116,41948761,59715644,24567329,42610094
2022-07-13,1657670400000,1,25337,63517,48493,16460,41974098,59779161,24583789,42658587
2022-07-14,1657756800000,1,25348,61164,46879,15880,41999446,59840325,24599669,42705466
2022-07-15,1657843200000,1,24615,58802,47618,15601,42024061,59899127,24615270,42753084
2022-07-16,1657929600000,1,33707,51089,40605,21970,42057768,59950216,24637240,42793689
2022-07-17,1658016000000,1,28275,52079,41342,19506,42086043,60002295,24656746,42835031
2022-07-18,1658102400000,1,20117,85048,64308,13162,42106160,60087343,24669908,42899339
2022-07-19,1658188800000,1,34241,92792,66319,21397,42140401,60180135,24691305,42965658
2022-07-20,1658275200000,1,34926,83980,65351,22080,42175327,60264115,24713385,43031009
2022-07-21,1658361600000,1,37474,85512,65219,24893,42212801,60349627,24738278,43096228
2022-07-22,1658448000000,1,34124,78666,58848,21969,42246925,60428293,24760247,43155076
2022-07-23,1658534400000,1,32541,72099,48654,19832,42279466,60500392,24780079,43203730
2022-07-24,1658620800000,1,28211,55963,41284,16366,42307677,60556355,24796445,43245014
2022-07-25,1658707200000,1,23794,86725,63716,14302,42331471,60643080,24810747,43308730
2022-07-26,1658793600000,1,37375,104586,79713,23529,42368846,60747666,24834276,43388443
2022-07-27,1658880000000,1,38422,85924,38496,23355,42407268,60833590,24857631,43426939
2022-07-28,1658966400000,1,35550,86679,33029,22130,42442818,60920269,24879761,43459968
2022-07-29,1659052800000,1,34851,74665,30182,21560,42477669,60994934,24901321,43490150
2022-07-30,1659139200000,1,33539,57726,22780,20621,42511208,61052660,24921942,43512930
2022-07-31,1659225600000,1,24893,49746,20272,14954,42536101,61102406,24936896,43533202
2022-08-01,1659312000000,1,23974,89056,37773,14085,42560075,61191462,24950981,43570975
2022-08-02,1659398400000,1,38600,94611,39567,23277,42598675,61286073,24974258,43610542
2022-08-03,1659484800000,1,35416,86120,38750,21412,42634091,61372193,24995670,43649292
2022-08-04,1659571200000,1,39021,86735,37419,23516,42673112,61458928,25019186,43686711
2022-08-05,1659657600000,1,34475,77744,34731,20614,42707587,61536672,25039800,43721442
2022-08-06,1659744000000,1,33950,68850,29290,20630,42741537,61605522,25060430,43750732
2022-08-07,1659830400000,1,29418,52497,19337,16700,42770955,61658019,25077130,43770069
2022-08-08,1659916800000,1,23221,84467,30530,14835,42794176,61742486,25091965,43800599
2022-08-09,1660003200000,1,39176,89327,33454,24331,42833352,61831813,25116296,43834053
2022-08-10,1660089600000,1,38110,83799,33018,22564,42871462,61915612,25138860,43867071
2022-08-11,1660176000000,1,36647,86872,32759,21735,42908109,62002484,25160595,43899830
