tanggal,provinsi,0-5,6-18,19-30,31-45,46-59,≥ 60,tidak_diketahui
2022-05-06,BALI,4943.0,15293.0,41038,40952.0,33436.0,21457.0,46
2022-05-06,SUMATERA UTARA,4109.0,17263.0,40210,43299.0,30050.0,19576.0,494
2022-05-06,RIAU,5456.0,16903.0,38804,45648.0,29474.0,14061.0,456
2022-05-06,SULAWESI SELATAN,4053.0,14073.0,40846,42216.0,24997.0,14629.0,2625
2022-05-06,NUSA TENGGARA TIMUR,3292.0,15216.0,25562,25753.0,14213.0,7998.0,1745
2022-05-06,KALIMANTAN SELATAN,2081.0,8146.0,23543,25080.0,16945.0,7479.0,993
2022-05-06,SUMATERA SELATAN,2252.0,6722.0,19707,24378.0,16056.0,10823.0,498
2022-05-06,LAMPUNG,1537.0,5971.0,16678,20783.0,16932.0,11473.0,1000
2022-05-06,KEPULAUAN RIAU,2288.0,6932.0,21297,22175.0,11999.0,5237.0,235
2022-05-06,KALIMANTAN BARAT,1762.0,9163.0,17200,17993.0,11558.0,6815.0,147
2022-05-06,SULAWESI TENGAH,1882.0,6498.0,16541,17787.0,11213.0,6430.0,421
2022-05-06,KALIMANTAN TENGAH,1842.0,6381.0,15224,16664.0,10855.0,4690.0,320
2022-05-06,SULAWESI UTARA,1307.0,4685.0,13032,15023.0,10539.0,6751.0,162
2022-05-06,PAPUA,1657.0,4989.0,14142,15638.0,8732.0,2844.0,536
2022-05-06,KALIMANTAN UTARA,1294.0,5915.0,12736,14258.0,7450.0,3244.0,394
2022-05-06,JAMBI,1174.0,4740.0,9421,11295.0,7637.0,3896.0,65
2022-05-06,NUSA TENGGARA BARAT,1150.0,2495.0,10283,11357.0,6651.0,4067.0,57
2022-05-06,PAPUA BARAT,1087.0,3355.0,9678,10380.0,4890.0,1877.0,86
2022-05-06,GORONTALO,259.0,1320.0,4367,4160.0,2537.0,1199.0,50
2022-05-06,DKI JAKARTA,39380.0,125340.0,342403,370798.0,233939.0,122000.0,14060
2022-05-06,JAWA BARAT,34754.0,119107.0,297902,315495.0,220916.0,103525.0,13770
2022-05-06,JAWA TENGAH,18377.0,61170.0,149417,163579.0,143875.0,90438.0,260
2022-05-06,BANTEN,8976.0,28490.0,86341,89766.0,55960.0,22490.0,365
2022-05-06,DAERAH ISTIMEWA YOGYAKARTA,9357.0,32495.0,49958,50852.0,45152.0,31377.0,1351
2022-05-06,BALI,4943.0,15293.0,41038,40951.0,33436.0,21457.0,46
2022-05-06,SUMATERA UTARA,4109.0,17262.0,40210,43299.0,30050.0,19576.0,494
2022-05-06,RIAU,5456.0,16902.0,38804,45648.0,29474.0,14061.0,456
2022-04-30,DKI JAKARTA,39373.0,125320.0,342353,370738.0,233906.0,121983.0,14060
2022-04-30,JAWA BARAT,34751.0,119102.0,297882,315479.0,220900.0,103513.0,13770
2022-04-30,JAWA TENGAH,18375.0,61169.0,149410,163572.0,143868.0,90427.0,260
2022-04-30,JAWA TIMUR,13383.0,44281.0,139657,156325.0,135685.0,85016.0,1184
2022-04-30,BANTEN,8976.0,28484.0,86335,89752.0,55948.0,22485.0,365
2022-04-30,DAERAH ISTIMEWA YOGYAKARTA,9357.0,32495.0,49958,50850.0,45152.0,31376.0,1351
2022-04-30,KALIMANTAN TIMUR,7073.0,21462.0,57795,66881.0,36652.0,13976.0,2380
2022-04-30,BALI,4943.0,15290.0,41031,40943.0,33435.0,21455.0,46
2022-04-30,SUMATERA UTARA,4109.0,17262.0,40210,43299.0,30050.0,19576.0,494
2022-04-30,RIAU,5455.0,16902.0,38802,45648.0,29473.0,14061.0,456
2022-04-30,SULAWESI SELATAN,4052.0,14073.0,40846,42213.0,24995.0,14629.0,2625
2022-04-30,SUMATERA BARAT,2985.0,12675.0,26195,26740.0,20613.0,13319.0,1261
2022-04-30,NUSA TENGGARA TIMUR,3292.0,15215.0,25561,25753.0,14213.0,7997.0,1745
2022-04-30,KALIMANTAN SELATAN,2081.0,8146.0,23542,25080.0,16944.0,7479.0,993
2022-04-30,SUMATERA SELATAN,2252.0,6722.0,19707,24378.0,16056.0,10822.0,498
2022-04-30,LAMPUNG,1537.0,5971.0,16678,20783.0,16932.0,11472.0,1000
2022-04-30,KEPULAUAN RIAU,2286.0,6931.0,21297,22175.0,11999.0,5237.0,235
2022-04-30,KEPULAUAN BANGKA BELITUNG,2399.0,10830.0,15194,19384.0,10917.0,6794.0,75
2022-04-30,KALIMANTAN BARAT,1762.0,9162.0,17199,17990.0,11556.0,6814.0,147
2022-04-30,SULAWESI TENGAH,1882.0,6498.0,16540,17787.0,11213.0,6430.0,421
2022-04-30,KALIMANTAN TENGAH,1842.0,6381.0,15224,16663.0,10852.0,4688.0,320
2022-04-30,SULAWESI UTARA,1307.0,4685.0,13032,15023.0,10539.0,6750.0,162
2022-04-30,PAPUA,1657.0,4989.0,14142,15637.0,8731.0,2844.0,536
2022-04-30,KALIMANTAN UTARA,1294.0,5915.0,12736,14257.0,7449.0,3243.0,394
2022-04-30,ACEH,670.0,3111.0,10214,13610.0,9500.0,6570.0,22
2022-04-30,JAMBI,1174.0,4740.0,9420,11295.0,7637.0,3895.0,65
2022-04-30,NUSA TENGGARA BARAT,1150.0,2494.0,10282,11356.0,6651.0,4067.0,57
2022-04-30,PAPUA BARAT,1087.0,3354.0,9676,10379.0,4890.0,1876.0,86
2022-04-30,BENGKULU,696.0,2990.0,7152,8907.0,5986.0,3320.0,59
2022-04-30,SULAWESI TENGGARA,574.0,2051.0,8019,8120.0,4411.0,2250.0,154
2022-04-30,MALUKU,297.0,1587.0,5430,6102.0,3285.0,1181.0,656
2022-04-30,SULAWESI BARAT,385.0,2012.0,4448,4794.0,2441.0,1405.0,57
2022-04-30,MALUKU UTARA,285.0,1066.0,4381,5065.0,2333.0,1104.0,256
2022-04-30,GORONTALO,259.0,1320.0,4367,4160.0,2537.0,1199.0,50
2022-04-30,JAWA BARAT,34751.0,119102.0,297883,315478.0,220900.0,103513.0,13770
2022-04-30,BANTEN,8976.0,28485.0,86334,89752.0,55948.0,22485.0,365
2022-04-30,DKI JAKARTA,39373.0,125320.0,342353,370738.0,233905.0,121983.0,14061
2022-04-30,JAWA BARAT,34751.0,119102.0,297884,315477.0,220900.0,103513.0,13770
2022-04-30,DKI JAKARTA,39368.0,125298.0,342322,370708.0,233878.0,121974.0,14061
2022-04-30,JAWA BARAT,34743.0,119092.0,297862,315449.0,220875.0,103499.0,13770
2022-04-30,JAWA TENGAH,18363.0,61150.0,149340,163533.0,143837.0,90391.0,260
2022-04-30,JAWA TIMUR,13378.0,44277.0,139643,156317.0,135675.0,85007.0,1184
2022-04-30,BANTEN,8974.0,28479.0,86322,89736.0,55934.0,22476.0,365
2022-04-30,DAERAH ISTIMEWA YOGYAKARTA,9356.0,32494.0,49952,50839.0,45144.0,31369.0,1351
2022-04-30,KALIMANTAN TIMUR,7072.0,21462.0,57794,66878.0,36652.0,13975.0,2380
2022-04-30,BALI,4943.0,15287.0,41025,40929.0,33429.0,21451.0,46
2022-04-30,SUMATERA UTARA,4109.0,17261.0,40209,43298.0,30049.0,19576.0,494
2022-04-30,RIAU,5454.0,16902.0,38801,45648.0,29473.0,14060.0,456
2022-04-30,SULAWESI SELATAN,4052.0,14071.0,40846,42211.0,24993.0,14628.0,2625
2022-04-30,SUMATERA BARAT,2985.0,12673.0,26195,26739.0,20611.0,13318.0,1261
2022-04-30,NUSA TENGGARA TIMUR,3290.0,15215.0,25550,25745.0,14211.0,7996.0,1745
2022-04-30,KALIMANTAN SELATAN,2081.0,8144.0,23542,25079.0,16943.0,7479.0,993
2022-04-30,SUMATERA SELATAN,2252.0,6722.0,19707,24377.0,16053.0,10821.0,498
2022-04-30,LAMPUNG,1536.0,5971.0,16678,20782.0,16930.0,11471.0,1000
2022-04-30,KEPULAUAN RIAU,2285.0,6931.0,21296,22171.0,11996.0,5237.0,235
2022-04-30,KEPULAUAN BANGKA BELITUNG,2399.0,10830.0,15194,19385.0,10917.0,6793.0,75
2022-04-30,KALIMANTAN BARAT,1758.0,9158.0,17199,17988.0,11554.0,6813.0,147
2022-04-30,SULAWESI TENGAH,1883.0,6498.0,16539,17787.0,11212.0,6428.0,421
2022-04-30,KALIMANTAN TENGAH,1842.0,6381.0,15220,16661.0,10852.0,4686.0,320
2022-04-30,SULAWESI UTARA,1307.0,4685.0,13032,15022.0,10538.0,6749.0,162
2022-04-30,PAPUA,1657.0,4988.0,14140,15634.0,8729.0,2843.0,536
2022-04-30,KALIMANTAN UTARA,1294.0,5915.0,12735,14256.0,7449.0,3243.0,394
2022-04-30,ACEH,670.0,3111.0,10212,13609.0,9500.0,6566.0,22
2022-04-30,JAMBI,1174.0,4739.0,9419,11291.0,7637.0,3894.0,65
2022-04-30,NUSA TENGGARA BARAT,1150.0,2494.0,10282,11355.0,6651.0,4066.0,57
2022-04-30,PAPUA BARAT,1086.0,3353.0,9676,10379.0,4888.0,1875.0,86
2022-04-30,BENGKULU,696.0,2990.0,7152,8906.0,5986.0,3320.0,59
2022-04-30,SULAWESI BARAT,385.0,2012.0,4447,4792.0,2441.0,1404.0,57
2022-04-30,MALUKU UTARA,285.0,1066.0,4381,5065.0,2333.0,1103.0,256
2022-04-30,GORONTALO,259.0,1320.0,4367,4159.0,2537.0,1199.0,50
2022-04-30,JAWA BARAT,34743.0,119092.0,297863,315448.0,220875.0,103499.0,13770
2022-04-30,JAWA TENGAH,18363.0,61150.0,149342,163531.0,143837.0,90391.0,260
2022-04-30,KALIMANTAN TIMUR,7072.0,21462.0,57793,66878.0,36652.0,13975.0,2380
2022-04-30,LAMPUNG,1536.0,5971.0,16678,20782.0,16929.0,11471.0,1000
2022-04-26,DKI JAKARTA,39357.0,125256.0,342225,370576.0,233794.0,121944.0,14061
2022-04-26,JAWA BARAT,34742.0,119057.0,297834,315410.0,220851.0,103470.0,13770
2022-04-26,JAWA TENGAH,18357.0,61148.0,149311,163509.0,143820.0,90364.0,260
2022-04-26,JAWA TIMUR,13378.0,44271.0,139632,156294.0,135663.0,84993.0,1184
2022-04-26,BANTEN,8970.0,28465.0,86297,89715.0,55919.0,22469.0,365
2022-04-26,DAERAH ISTIMEWA YOGYAKARTA,9355.0,32492.0,49946,50833.0,45140.0,31360.0,1351
2022-04-26,KALIMANTAN TIMUR,7072.0,21461.0,57789,66877.0,36651.0,13972.0,2380
2022-04-26,BALI,4943.0,15286.0,41010,40923.0,33428.0,21448.0,46
2022-04-26,SUMATERA UTARA,4109.0,17261.0,40209,43296.0,30045.0,19574.0,494
2022-04-26,RIAU,5453.0,16902.0,38801,45646.0,29471.0,14058.0,456
2022-04-26,SULAWESI SELATAN,4052.0,14071.0,40842,42211.0,24992.0,14627.0,2625
2022-04-26,SUMATERA BARAT,2985.0,12671.0,26189,26738.0,20610.0,13316.0,1261
2022-04-26,NUSA TENGGARA TIMUR,3288.0,15214.0,25544,25740.0,14210.0,7995.0,1745
2022-04-26,KALIMANTAN SELATAN,2080.0,8135.0,23542,25079.0,16942.0,7477.0,993
2022-04-26,SUMATERA SELATAN,2251.0,6721.0,19706,24377.0,16053.0,10821.0,498
2022-04-26,LAMPUNG,1535.0,5970.0,16677,20780.0,16928.0,11470.0,1000
2022-04-26,KEPULAUAN RIAU,2285.0,6931.0,21296,22167.0,11995.0,5236.0,235
2022-04-26,KEPULAUAN BANGKA BELITUNG,2399.0,10830.0,15194,19383.0,10917.0,6793.0,75
2022-04-26,KALIMANTAN BARAT,1758.0,9157.0,17197,17988.0,11553.0,6810.0,147
2022-04-26,SULAWESI TENGAH,1883.0,6498.0,16539,17787.0,11212.0,6427.0,421
2022-04-26,KALIMANTAN TENGAH,1842.0,6381.0,15217,16659.0,10851.0,4684.0,320
2022-04-26,SULAWESI UTARA,1307.0,4685.0,13032,15021.0,10538.0,6744.0,162
2022-04-26,PAPUA,1657.0,4986.0,14135,15630.0,8727.0,2842.0,536
2022-04-26,KALIMANTAN UTARA,1294.0,5915.0,12735,14256.0,7449.0,3243.0,394
2022-04-26,ACEH,670.0,3111.0,10211,13609.0,9500.0,6566.0,22
2022-04-26,JAMBI,1174.0,4739.0,9419,11289.0,7635.0,3894.0,65
2022-04-26,NUSA TENGGARA BARAT,1150.0,2494.0,10281,11354.0,6651.0,4066.0,57
2022-04-26,PAPUA BARAT,1086.0,3353.0,9675,10375.0,4888.0,1875.0,86
2022-04-26,BENGKULU,696.0,2990.0,7152,8906.0,5986.0,3320.0,59
2022-04-26,SULAWESI TENGGARA,574.0,2051.0,8019,8118.0,4411.0,2250.0,154
2022-04-26,MALUKU,297.0,1587.0,5430,6102.0,3285.0,1181.0,656
2022-04-26,SULAWESI BARAT,385.0,2012.0,4447,4792.0,2439.0,1404.0,57
2022-04-26,MALUKU UTARA,285.0,1066.0,4381,5063.0,2333.0,1102.0,256
2022-04-26,GORONTALO,259.0,1320.0,4367,4159.0,2537.0,1199.0,50
2022-04-26,JAWA BARAT,34742.0,119057.0,297835,315410.0,220850.0,103470.0,13770
2022-04-25,DKI JAKARTA,39353.0,125238.0,342183,370511.0,233744.0,121924.0,14061
2022-04-25,JAWA BARAT,34739.0,119049.0,297813,315377.0,220826.0,103456.0,13770
2022-04-25,JAWA TENGAH,18357.0,61148.0,149305,163505.0,143808.0,90359.0,260
2022-04-25,JAWA TIMUR,13378.0,44265.0,139622,156282.0,135650.0,84979.0,1184
2022-04-25,BANTEN,8969.0,28460.0,86289,89698.0,55909.0,22467.0,365
2022-04-25,DAERAH ISTIMEWA YOGYAKARTA,9352.0,32491.0,49945,50832.0,45138.0,31357.0,1351
2022-04-25,KALIMANTAN TIMUR,7072.0,21461.0,57785,66874.0,36648.0,13972.0,2380
2022-04-25,BALI,4943.0,15284.0,41004,40914.0,33422.0,21447.0,46
2022-04-25,SUMATERA UTARA,4109.0,17261.0,40206,43295.0,30043.0,19574.0,494
2022-04-25,RIAU,5452.0,16901.0,38800,45643.0,29471.0,14058.0,456
2022-04-25,SULAWESI SELATAN,4052.0,14071.0,40841,42209.0,24991.0,14626.0,2625
2022-04-25,SUMATERA BARAT,2985.0,12671.0,26189,26734.0,20609.0,13315.0,1261
2022-04-25,NUSA TENGGARA TIMUR,3288.0,15214.0,25541,25739.0,14207.0,7994.0,1745
2022-04-25,KALIMANTAN SELATAN,2080.0,8135.0,23541,25077.0,16942.0,7477.0,993
2022-04-25,SUMATERA SELATAN,2251.0,6721.0,19705,24376.0,16051.0,10821.0,498
2022-04-25,LAMPUNG,1535.0,5970.0,16677,20779.0,16928.0,11468.0,1000
2022-04-25,KEPULAUAN RIAU,2285.0,6931.0,21296,22166.0,11993.0,5236.0,235
2022-04-25,KEPULAUAN BANGKA BELITUNG,2399.0,10829.0,15192,19382.0,10916.0,6793.0,75
2022-04-25,KALIMANTAN BARAT,1758.0,9156.0,17196,17985.0,11550.0,6808.0,147
2022-04-25,SULAWESI TENGAH,1883.0,6496.0,16536,17786.0,11209.0,6426.0,421
2022-04-25,KALIMANTAN TENGAH,1842.0,6380.0,15215,16656.0,10851.0,4682.0,320
2022-04-25,SULAWESI UTARA,1307.0,4685.0,13032,15021.0,10538.0,6744.0,162
2022-04-25,PAPUA,1657.0,4986.0,14134,15629.0,8726.0,2842.0,536
2022-04-25,KALIMANTAN UTARA,1294.0,5915.0,12735,14255.0,7448.0,3243.0,394
2022-04-25,ACEH,670.0,3111.0,10211,13609.0,9500.0,6566.0,22
2022-04-25,JAMBI,1174.0,4739.0,9418,11289.0,7635.0,3894.0,65
2022-04-25,NUSA TENGGARA BARAT,1149.0,2494.0,10281,11354.0,6651.0,4066.0,57
2022-04-25,PAPUA BARAT,1085.0,3351.0,9673,10373.0,4888.0,1875.0,86
2022-04-25,BENGKULU,696.0,2990.0,7152,8905.0,5986.0,3318.0,59
2022-04-25,SULAWESI TENGGARA,574.0,2051.0,8019,8118.0,4411.0,2250.0,154
2022-04-25,MALUKU,297.0,1587.0,5428,6102.0,3284.0,1180.0,656
2022-04-25,SULAWESI BARAT,385.0,2012.0,4447,4792.0,2439.0,1404.0,57
2022-04-25,MALUKU UTARA,285.0,1066.0,4380,5063.0,2333.0,1102.0,256
2022-04-25,GORONTALO,259.0,1320.0,4366,4157.0,2537.0,1199.0,50
2022-04-24,DKI JAKARTA,39338.0,125192.0,342109,370410.0,233697.0,121897.0,14061
2022-04-24,JAWA BARAT,34730.0,119026.0,297778,315307.0,220793.0,103427.0,13770
2022-04-24,JAWA TENGAH,18352.0,61133.0,149273,163471.0,143783.0,90337.0,260
2022-04-24,JAWA TIMUR,13371.0,44259.0,139603,156263.0,135637.0,84953.0,1184
2022-04-24,BANTEN,8965.0,28448.0,86263,89666.0,55896.0,22449.0,365
2022-04-24,DAERAH ISTIMEWA YOGYAKARTA,9351.0,32490.0,49940,50829.0,45132.0,31351.0,1351
2022-04-24,KALIMANTAN TIMUR,7070.0,21460.0,57781,66871.0,36643.0,13970.0,2380
2022-04-24,BALI,4941.0,15279.0,40994,40897.0,33418.0,21442.0,46
2022-04-24,SUMATERA UTARA,4107.0,17261.0,40198,43287.0,30043.0,19572.0,494
2022-04-24,RIAU,5452.0,16899.0,38800,45643.0,29469.0,14054.0,456
2022-04-24,SULAWESI SELATAN,4052.0,14071.0,40839,42207.0,24986.0,14622.0,2625
2022-04-24,SUMATERA BARAT,2985.0,12670.0,26189,26731.0,20606.0,13308.0,1261
2022-04-24,NUSA TENGGARA TIMUR,3288.0,15211.0,25532,25733.0,14205.0,7990.0,1745
2022-04-24,KALIMANTAN SELATAN,2078.0,8135.0,23541,25076.0,16938.0,7475.0,993
2022-04-24,SUMATERA SELATAN,2251.0,6721.0,19704,24373.0,16049.0,10819.0,498
2022-04-24,LAMPUNG,1535.0,5969.0,16677,20779.0,16925.0,11466.0,1000
2022-04-24,KEPULAUAN RIAU,2285.0,6931.0,21295,22164.0,11991.0,5234.0,235
2022-04-24,KEPULAUAN BANGKA BELITUNG,2399.0,10827.0,15190,19382.0,10916.0,6789.0,75
2022-04-24,KALIMANTAN BARAT,1757.0,9155.0,17195,17984.0,11549.0,6806.0,147
2022-04-24,SULAWESI TENGAH,1883.0,6496.0,16535,17784.0,11209.0,6423.0,421
2022-04-24,KALIMANTAN TENGAH,1842.0,6380.0,15213,16652.0,10849.0,4679.0,320
2022-04-24,SULAWESI UTARA,1307.0,4682.0,13031,15021.0,10537.0,6744.0,162
2022-04-24,PAPUA,1657.0,4980.0,14131,15623.0,8725.0,2840.0,536
2022-04-24,KALIMANTAN UTARA,1294.0,5915.0,12735,14255.0,7448.0,3243.0,394
2022-04-24,ACEH,670.0,3111.0,10210,13609.0,9500.0,6566.0,22
2022-04-24,JAMBI,1174.0,4739.0,9417,11288.0,7634.0,3893.0,65
2022-04-24,NUSA TENGGARA BARAT,1148.0,2493.0,10280,11352.0,6650.0,4065.0,57
2022-04-24,PAPUA BARAT,1084.0,3351.0,9670,10368.0,4887.0,1871.0,86
2022-04-24,BENGKULU,696.0,2990.0,7152,8905.0,5986.0,3318.0,59
2022-04-24,SULAWESI TENGGARA,574.0,2051.0,8019,8117.0,4410.0,2249.0,154
2022-04-24,MALUKU,297.0,1587.0,5428,6102.0,3284.0,1180.0,656
2022-04-24,SULAWESI BARAT,385.0,2012.0,4447,4792.0,2439.0,1404.0,57
2022-04-24,MALUKU UTARA,284.0,1066.0,4379,5063.0,2333.0,1102.0,256
2022-04-24,GORONTALO,259.0,1320.0,4365,4156.0,2537.0,1199.0,50
2022-04-21,DKI JAKARTA,39320.0,125157.0,342015,370337.0,233641.0,121860.0,14061
2022-04-21,JAWA BARAT,34726.0,119014.0,297748,315279.0,220765.0,103418.0,13770
2022-04-21,JAWA TENGAH,18349.0,61131.0,149262,163458.0,143775.0,90328.0,260
2022-04-21,JAWA TIMUR,13371.0,44258.0,139583,156254.0,135631.0,84941.0,1184
2022-04-21,BANTEN,8963.0,28436.0,86252,89650.0,55890.0,22443.0,365
2022-04-21,DAERAH ISTIMEWA YOGYAKARTA,9351.0,32488.0,49936,50821.0,45128.0,31344.0,1351
2022-04-21,KALIMANTAN TIMUR,7069.0,21460.0,57781,66870.0,36642.0,13970.0,2380
2022-04-21,BALI,4940.0,15278.0,40984,40890.0,33416.0,21436.0,46
2022-04-21,SUMATERA UTARA,4106.0,17261.0,40194,43282.0,30041.0,19569.0,494
2022-04-21,RIAU,5452.0,16898.0,38799,45643.0,29468.0,14054.0,456
2022-04-21,SULAWESI SELATAN,4052.0,14071.0,40836,42207.0,24986.0,14622.0,2625
2022-04-21,SUMATERA BARAT,2985.0,12668.0,26188,26728.0,20607.0,13306.0,1261
2022-04-21,NUSA TENGGARA TIMUR,3287.0,15210.0,25527,25731.0,14204.0,7988.0,1745
2022-04-21,KALIMANTAN SELATAN,2078.0,8135.0,23539,25076.0,16937.0,7474.0,993
2022-04-21,SUMATERA SELATAN,2251.0,6721.0,19703,24371.0,16050.0,10817.0,498
2022-04-21,LAMPUNG,1534.0,5969.0,16675,20776.0,16924.0,11465.0,1000
2022-04-21,KEPULAUAN RIAU,2285.0,6931.0,21295,22163.0,11991.0,5234.0,235
2022-04-21,KEPULAUAN BANGKA BELITUNG,2399.0,10825.0,15189,19382.0,10916.0,6789.0,75
2022-04-21,KALIMANTAN BARAT,1757.0,9153.0,17194,17983.0,11549.0,6805.0,147
2022-04-21,SULAWESI TENGAH,1881.0,6496.0,16533,17784.0,11208.0,6423.0,421
2022-04-21,KALIMANTAN TENGAH,1841.0,6379.0,15213,16648.0,10848.0,4678.0,320
2022-04-21,SULAWESI UTARA,1307.0,4682.0,13030,15021.0,10537.0,6744.0,162
2022-04-21,PAPUA,1657.0,4980.0,14128,15619.0,8723.0,2840.0,536
2022-04-21,KALIMANTAN UTARA,1294.0,5915.0,12735,14252.0,7448.0,3243.0,394
2022-04-21,ACEH,670.0,3111.0,10210,13609.0,9500.0,6566.0,22
2022-04-21,JAMBI,1174.0,4739.0,9416,11288.0,7633.0,3893.0,65
2022-04-21,NUSA TENGGARA BARAT,1148.0,2493.0,10280,11352.0,6650.0,4065.0,57
2022-04-21,PAPUA BARAT,1084.0,3350.0,9664,10363.0,4881.0,1862.0,86
2022-04-21,BENGKULU,696.0,2990.0,7152,8905.0,5986.0,3318.0,59
2022-04-21,SULAWESI TENGGARA,574.0,2051.0,8018,8116.0,4410.0,2249.0,154
2022-04-21,MALUKU,297.0,1587.0,5428,6102.0,3284.0,1180.0,656
2022-04-21,SULAWESI BARAT,385.0,2012.0,4447,4792.0,2439.0,1404.0,57
2022-04-21,MALUKU UTARA,283.0,1066.0,4379,5063.0,2330.0,1100.0,256
2022-04-21,GORONTALO,259.0,1320.0,4365,4156.0,2537.0,1199.0,50
2022-04-21,JAWA BARAT,34722.0,119002.0,297725,315255.0,220752.0,103406.0,13770
2022-04-21,JAWA TENGAH,18349.0,61132.0,149261,163458.0,143775.0,90328.0,260
2022-04-21,JAWA TIMUR,13371.0,44255.0,139578,156247.0,135628.0,84932.0,1184
2022-04-21,BANTEN,8959.0,28427.0,86245,89639.0,55883.0,22435.0,365
2022-04-21,DAERAH ISTIMEWA YOGYAKARTA,9351.0,32484.0,49935,50820.0,45127.0,31342.0,1351
2022-04-21,KALIMANTAN TIMUR,7069.0,21460.0,57779,66868.0,36640.0,13970.0,2380
2022-04-21,BALI,4940.0,15275.0,40980,40886.0,33407.0,21434.0,46
2022-04-21,SUMATERA UTARA,4106.0,17261.0,40190,43282.0,30040.0,19569.0,494
2022-04-21,RIAU,5452.0,16898.0,38800,45642.0,29468.0,14054.0,456
2022-04-21,SULAWESI SELATAN,4052.0,14071.0,40835,42207.0,24986.0,14619.0,2625
2022-04-21,SUMATERA BARAT,2985.0,12668.0,26188,26727.0,20607.0,13306.0,1261
2022-04-21,NUSA TENGGARA TIMUR,3287.0,15210.0,25527,25728.0,14204.0,7988.0,1745
2022-04-21,KALIMANTAN SELATAN,2078.0,8135.0,23539,25076.0,16934.0,7474.0,993
2022-04-21,SUMATERA SELATAN,2250.0,6720.0,19704,24367.0,16048.0,10817.0,498
2022-04-21,LAMPUNG,1534.0,5968.0,16675,20775.0,16922.0,11465.0,1000
2022-04-21,KEPULAUAN RIAU,2285.0,6931.0,21293,22162.0,11991.0,5232.0,235
2022-04-21,KEPULAUAN BANGKA BELITUNG,2398.0,10824.0,15189,19380.0,10916.0,6788.0,75
2022-04-21,KALIMANTAN BARAT,1757.0,9153.0,17194,17983.0,11548.0,6805.0,147
2022-04-21,SULAWESI TENGAH,1881.0,6495.0,16533,17784.0,11208.0,6423.0,421
2022-04-21,KALIMANTAN TENGAH,1841.0,6379.0,15211,16646.0,10848.0,4677.0,320
2022-04-21,PAPUA,1657.0,4980.0,14128,15618.0,8723.0,2840.0,536
2022-04-21,KALIMANTAN UTARA,1294.0,5915.0,12735,14250.0,7448.0,3243.0,394
2022-04-21,ACEH,670.0,3111.0,10209,13608.0,9500.0,6564.0,22
2022-04-21,JAMBI,1174.0,4739.0,9414,11286.0,7633.0,3892.0,65
2022-04-21,PAPUA BARAT,1084.0,3350.0,9663,10363.0,4881.0,1862.0,86
2022-04-21,SULAWESI TENGGARA,574.0,2051.0,8018,8115.0,4410.0,2249.0,154
2022-04-21,SULAWESI BARAT,385.0,2012.0,4446,4792.0,2439.0,1404.0,57
2022-04-21,JAWA BARAT,34722.0,119001.0,297724,315254.0,220751.0,103406.0,13770
2022-04-21,BANTEN,8959.0,28427.0,86245,89639.0,55883.0,22434.0,365
2022-04-21,DAERAH ISTIMEWA YOGYAKARTA,9351.0,32484.0,49935,50820.0,45127.0,31341.0,1351
2022-04-21,BALI,4940.0,15275.0,40980,40886.0,33407.0,21432.0,46
2022-04-21,SUMATERA UTARA,4106.0,17261.0,40190,43281.0,30040.0,19568.0,494
2022-04-21,KALIMANTAN TENGAH,1840.0,6379.0,15211,16646.0,10848.0,4677.0,320
2022-04-21,SULAWESI UTARA,1307.0,4682.0,13030,15021.0,10536.0,6744.0,162
2022-04-19,DKI JAKARTA,39306.0,125107.0,341897,370225.0,233579.0,121826.0,14061
2022-04-19,JAWA BARAT,34710.0,118977.0,297687,315193.0,220718.0,103368.0,13770
2022-04-19,JAWA TENGAH,18345.0,61126.0,149242,163442.0,143752.0,90297.0,260
2022-04-19,JAWA TIMUR,13371.0,44252.0,139565,156239.0,135620.0,84918.0,1184
2022-04-19,BANTEN,8957.0,28409.0,86226,89607.0,55868.0,22427.0,365
2022-04-19,DAERAH ISTIMEWA YOGYAKARTA,9350.0,32483.0,49934,50814.0,45123.0,31332.0,1351
2022-04-19,KALIMANTAN TIMUR,7068.0,21458.0,57776,66867.0,36636.0,13969.0,2380
2022-04-19,BALI,4938.0,15272.0,40966,40873.0,33404.0,21428.0,46
2022-04-19,SUMATERA UTARA,4106.0,17260.0,40186,43270.0,30037.0,19562.0,494
2022-04-19,RIAU,5452.0,16897.0,38799,45642.0,29467.0,14052.0,456
2022-04-19,SULAWESI SELATAN,4052.0,14070.0,40835,42207.0,24985.0,14615.0,2625
2022-04-19,SUMATERA BARAT,2985.0,12667.0,26185,26726.0,20604.0,13305.0,1261
2022-04-19,NUSA TENGGARA TIMUR,3287.0,15209.0,25523,25721.0,14203.0,7988.0,1745
2022-04-19,KALIMANTAN SELATAN,2077.0,8134.0,23538,25075.0,16932.0,7474.0,993
2022-04-19,SUMATERA SELATAN,2249.0,6718.0,19702,24365.0,16048.0,10815.0,498
2022-04-19,LAMPUNG,1534.0,5966.0,16674,20771.0,16922.0,11463.0,1000
2022-04-19,KEPULAUAN RIAU,2285.0,6931.0,21292,22162.0,11989.0,5232.0,235
2022-04-19,KEPULAUAN BANGKA BELITUNG,2398.0,10824.0,15189,19379.0,10916.0,6788.0,75
